uniprot_id,gene,PC1_loading,PC2_loading,compartment
D3ZTY0,Cnih4,0.02566,0.01456,Nucleus
D3ZU13,Eif4g1,-0.01781,0.00109,Other
D3ZU48,Klhdc4,0.01928,0.00164,Other
D3ZU52,Cops7b,0.01628,-0.01181,Nucleus
D3ZU54,Denr,-0.02145,0.01119,Other
D3ZU55,Foxk1,0.00696,0.02946,Nucleus
D3ZU63,Stard13,-0.00525,-0.03432,Mitochondrion
D3ZU83,Ergic3,5.3e-4,0.01431,Nucleus
D3ZU88,C13h1orf21,-0.00738,0.0013,Other
D3ZUB0,Rcn1,-0.02833,0.00262,Other
D3ZUB7,Anapc4,0.01558,0.00872,Nucleus
D3ZUC2,Mov10,-0.00147,-0.00104,Other
D3ZUD8,Tm9sf3,0.02129,0.01705,Other
D3ZUI1,Apip,-0.01202,-0.00529,Other
D3ZUI5,Cobl,-0.0058,0.02183,Cytoskeleton
D3ZUJ8,Tmtc3,-0.0047,-0.0168,Other
D3ZUJ9,Snx8,0.00828,0.00456,Other
D3ZUL1,Ccdc124,-0.00727,0.00331,Cytoskeleton
D3ZUM4,Glb1,0.02029,-0.00946,Nucleus
D3ZUN5,Pofut2,0.02328,0.01004,Nucleus
D3ZUP5,Brk1,-0.00376,-0.01904,Other
D3ZUP8,Lmbrd2,-0.00461,-0.00768,Other
D3ZUQ0,Rilpl1,-0.01374,0.01709,Cytoskeleton
D3ZUT9,Ints3,0.00448,0.01197,Nucleus
D3ZUU5,Dnajb1,0.01069,-0.02121,Nucleus
D3ZUV2,Mib1,-0.01824,-0.00322,Cytoskeleton
D3ZUV9,Cnot3,-0.01944,-0.00506,Other
D3ZUW6,Ube2c,-0.00108,0.00237,Nucleus
D3ZUX7,Acsf3,-0.00429,-0.02164,Mitochondrion
D3ZUY0,Rdh14,-0.00895,0.00666,Mitochondrion
D3ZUY8,Ap2a1,0.01995,0.01669,Cytoskeleton
D3ZUZ4,Fam20b,0.00124,-0.01696,Other
D3ZV75,Mfsd1,-0.01658,0.01367,Other
D3ZV81,Heatr3,0.00958,-0.00168,Other
D3ZVF4,Trappc2b,0.00564,0.0099,Other
D3ZVN7,Ppox,-0.00314,-0.01757,Mitochondrion
D3ZVQ0,Usp5,-0.01977,-0.00501,Other
D3ZVR9,Pgm5,0.01571,0.01685,Cytoskeleton
D3ZVS2,L2hgdh,-4.3e-4,-0.00323,Mitochondrion
D3ZW49,Tmem9b,-0.01059,0.0027,Other
D3ZW55,Itpa,0.01366,0.00258,Other
D3ZW58,Golm2,0.01292,-0.02279,Other
D3ZW90,Rhobtb3,-0.0087,0.00897,Other
D3ZWA8,Appl1,0.00782,-0.02582,Other
D3ZWC6,Sntb1,0.00599,-0.00905,Other
D3ZWD1,Lrch3,0.00977,7.4e-4,Other
D3ZWF5,Eny2,-0.00247,-0.00317,Nucleus
D3ZWG9,Ptar1,0.00993,0.01147,Mitochondrion
D3ZWS2,C1h19orf12,0.02597,0.00371,Other
D3ZWS6,Naa30,-0.01244,-0.00972,Other
D3ZWT2,Fitm2,-0.00438,-0.01019,Nucleus
D3ZWU1,Brd3,-0.01429,-0.02738,Nucleus
D3ZWZ6,Igf2bp2,0.02046,-0.01174,Other
D3ZWZ9,Gpr107,-0.002,-0.02148,Other
D3ZX38,Pfdn1,-0.02312,-0.00537,Other
D3ZX42,Rabgap1,-0.01641,0.01139,Cytoskeleton
D3ZX63,Wdr54,-0.0018,0.00245,Other
D3ZXD0,Grem2,-0.00154,-0.01039,Other
D3ZXD8,Tmem245,-0.00926,0.00314,Other
D3ZXF8,Mrpl43,0.00508,0.00192,Mitochondrion
D3ZXF9,Mrpl12,-0.01181,-0.01222,Mitochondrion
D3ZXJ5,Efl1,-0.01633,0.00102,Other
D3ZXT2,Stag2,-2.4e-4,-2.7e-4,Cytoskeleton
D3ZXY2,Pdzd8,-0.00855,-0.00728,Mitochondrion
D3ZY02,Pgghg,0.00916,-0.0212,Other
D3ZY17,Rps6ka5,-0.00811,-2.1e-4,Other
D3ZY47,C19h1orf198,-0.00896,0.03338,Other
D3ZY51,Pkp1,-0.00112,-0.01463,Cytoskeleton
D3ZYK9,Npm3,0.00812,0.01425,Nucleus
D3ZYM7,Lyrm4,0.02641,0.00232,Mitochondrion
D3ZYQ3,Tnfaip2,-0.00423,0.02033,Other
D3ZYQ9,Rnf20,-0.0018,-0.00155,Nucleus
D3ZYR1,Fcho2,-0.00294,-0.0135,Other
D3ZYS7,G3bp1,-0.014,0.00994,Other
D3ZYT2,Mrps5,-0.01006,-0.00531,Mitochondrion
D3ZYT8,Pikfyve,0.00767,-0.01308,Other
D3ZZ04,Mettl9,0.00525,0.0164,Mitochondrion
D3ZZ38,Snx18,0.00248,-0.01905,Other
D3ZZ46,Cln6,-0.01885,-5.1e-4,Nucleus
D3ZZ51,Prrc2b,-0.00603,0.00391,Other
D3ZZ80,Obsl1,0.02184,0.0157,Cytoskeleton
D3ZZA1,Ftsj1,0.0128,-0.02959,Other
D3ZZA8,Sec24a,0.01913,-0.00283,Nucleus
D3ZZC3,Klhl22,0.0194,0.00948,Cytoskeleton
D3ZZC5,Tradd,0.01844,0.01641,Other
D3ZZL3,Naglu,0.01179,0.00656,Other
D3ZZL9,Gcc2,-0.02225,0.00126,Other
D3ZZM3,Cog4,0.01917,0.00483,Other
D3ZZR5,Snrpa1,-0.0119,-0.01723,Nucleus
D3ZZR9,Fkbp2,-0.00589,-0.02045,Nucleus
D4A031,Ddx42,-0.02278,0.00777,Nucleus
D4A060,Snx30,-0.00396,-0.01478,Other
D4A081,Setdb1,0.00671,0.00453,Nucleus
D4A099,Nsun4,0.0082,0.01579,Mitochondrion
D4A0C3,Hid1,-0.01658,0.01134,Cytoskeleton
D4A0E2,Napg,-0.01816,-0.01134,Mitochondrion
D4A0E8,Prmt5,0.00516,0.0228,Nucleus
D4A0G9,Ercc6l,0.01121,-0.00854,Nucleus
D4A0H4,Cul2,0.01382,0.01919,Nucleus
D4A0T0,Ndufb10,0.0148,-0.0027,Mitochondrion
D4A0T8,Dhrs7,0.02061,-1.7e-4,Nucleus
D4A0U9,Msh6,-0.00365,0.00657,Nucleus
D4A0W1,Emc4,-0.01192,0.00156,Nucleus
D4A0Z1,Tspan14,0.01271,0.00549,Other
D4A104,Mrpl45,0.00228,0.01238,Mitochondrion
D4A105,Tmem63b,0.0037200000000000002,0.01654,Cytoskeleton
D4A131,Mrpl4,-0.00412,0.00676,Mitochondrion
D4A1B2,Arpin,-0.01441,-0.01179,Other
D4A1C5,Spc24,-0.01521,-0.00338,Nucleus
D4A1D3,Sacs,0.006,-0.02183,Mitochondrion
D4A1D4,Nudt14,0.0129,-0.01866,Other
D4A1F2,Mical2,-0.00719,4.3e-4,Other
D4A1G8,Cep170b,-0.01167,8.2e-4,Cytoskeleton
D4A1J4,Bdh2,0.00133,-0.01598,Mitochondrion
D4A1Q9,Ttll12,0.02128,-0.01804,Cytoskeleton
D4A1R8,Cpne1,0.01221,0.00187,Nucleus
D4A1Y0,Scyl2,-0.00891,-0.01685,Other
D4A206,Tcof1,0.00574,-0.00779,Nucleus
D4A208,Srgap2,-0.00169,-0.0226,Other
D4A218,Dmrt3,3.6e-4,-0.01849,Nucleus
D4A264,Ptgr3,-0.0021,0.00503,Mitochondrion
D4A2D7,Ipo4,-0.00242,-0.00432,Nucleus
D4A2F6,Nhlrc3,-0.00133,0.00104,Other
D4A2G9,Ranbp1,-0.02802,-0.00204,Nucleus
D4A2H2,Sptlc1,0.01098,0.00548,Nucleus
D4A2V6,Jsrp1,-0.01103,0.00459,Nucleus
D4A2Y9,Pex13,0.02379,-0.0065,Other
D4A2Z8,Dhx36,-0.01939,0.00847,Mitochondrion
D4A305,Mix23,-0.01172,-0.00267,Mitochondrion
D4A3C2,6430548M08Rikl,0.00406,-0.01712,Other
D4A3D2,Smyd1,-2.8e-4,-0.00641,Other
D4A3E2,Npepl1,0.02153,0.01586,Other
D4A3E8,Mrps27,-0.00474,0.01705,Mitochondrion
D4A3I4,Btf3l4,-0.01104,0.01486,Other
D4A3I5,Fhip2a,0.01881,-0.00821,Other
D4A3M8,Nck2,0.01674,-0.0282,Other
D4A3P1,Ubqln4,-0.00508,-0.00243,Nucleus
D4A3S6,Mtss2,-0.00325,0.0246,Cytoskeleton
D4A3S8,Nsun2,0.01348,-0.01168,Mitochondrion
D4A3T0,Sos1,-2.7e-4,0.01745,Other
D4A3T3,Cbx1,-0.01998,0.00855,Cytoskeleton
D4A3T4,Zfyve1,-0.00643,0.03277,Mitochondrion
D4A3V2,Ndufa6,0.02625,-0.00444,Mitochondrion
D4A3V3,Parp12,0.0043,7.8e-4,Other
D4A3X7,Snx33,0.01771,0.02458,Other
D4A414,Cox15,0.01071,0.0048,Mitochondrion
D4A415,Abraxas2,-0.02086,-0.01685,Cytoskeleton
D4A416,Clptm1l,0.00365,0.01037,Nucleus
D4A453,Cdc34,-0.00698,0.02083,Nucleus
D4A471,Cmc2,-0.00586,0.00156,Mitochondrion
D4A4A9,Mrpl19,0.01876,-0.00634,Mitochondrion
D4A4H5,Sdf2,-0.01189,0.02812,Other
D4A4J0,Supt16h,0.00541,5e-4,Nucleus
D4A4L2,Ccdc97,0.00234,-0.00907,Other
D4A4Q3,Ypel5,0.02344,-0.00669,Cytoskeleton
D4A4R1,Eml3,0.00458,0.00567,Cytoskeleton
D4A4T9,Chordc1,-0.02095,0.00405,Other
D4A4U3,Mdp1,-0.01145,0.00726,Other
D4A4W6,Slirp,-0.00377,0.01609,Mitochondrion
D4A4Y9,Fmn1,-0.01006,0.00463,Cytoskeleton
D4A510,Smarcc2,0.00619,0.00381,Nucleus
D4A511,Srp9,0.008,0.01786,Nucleus
D4A520,Pptc7,0.01117,-0.01393,Mitochondrion
D4A563,Peak1,0.00666,-0.00831,Cytoskeleton
D4A565,Ndufb5,0.02059,-0.00666,Mitochondrion
D4A567,Bub3,0.02125,0.00696,Nucleus
D4A5A6,Polr2a,-3.6e-4,-0.00423,Nucleus
D4A5C0,Nectin3,-0.00816,0.00472,Other
D4A5I4,Nav1,-0.00923,0.0049,Cytoskeleton
D4A5K6,Zmpste24,-0.00259,0.01767,Nucleus
D4A5Q2,Smc2,0.00381,-0.01494,Nucleus
D4A5S9,Prpf39,0.01509,-0.0232,Nucleus
D4A5T1,Sf3b5,-0.006,0.00219,Nucleus
D4A5W8,Pgs1,9e-4,0.00494,Mitochondrion
D4A5X1,Stim2,1.2e-4,0.01328,Nucleus
D4A5Y6,Naa50,0.02608,-0.01122,Nucleus
D4A5Z0,Csgalnact2,-0.00899,-0.01804,Other
D4A631,Arfgef1,-0.00843,-0.01881,Nucleus
D4A651,Pms1,0.00373,0.01443,Nucleus
D4A6D9,Hs1bp3,-0.01383,0.00324,Mitochondrion
D4A6K4,Golga1,-0.01214,-0.00299,Nucleus
D4A702,Synpo2,-0.01995,0.01823,Cytoskeleton
D4A719,Snx12,-0.01587,-0.01024,Other
D4A742,Romo1,0.01727,0.01691,Mitochondrion
D4A777,Fam114a1,-0.02653,-0.01129,Other
D4A779,Phldb2,-0.0187,-0.00882,Cytoskeleton
D4A7D3,Tbk1,0.00539,-0.02173,Other
D4A7D7,H6pd,-0.00176,0.01858,Other
D4A7F0,Ubr3,0.0122,-0.01278,Other
D4A7G9,C5h1orf50,0.0053,-0.00179,Other
D4A7H9,Chmp7,-0.00989,-0.02153,Cytoskeleton
D4A7I6,Washc4,0.01645,0.00997,Other
D4A7I8,Sumf1,-0.01138,0.00416,Other
D4A7J8,Prpf4,0.00703,-0.00511,Nucleus
D4A7L4,Ndufb11,-0.01512,-0.01145,Mitochondrion
D4A7N1,Chchd6,-0.01442,0.01003,Mitochondrion
D4A7U1,Zyx,-0.02215,0.02079,Cytoskeleton
D4A7U6,Lsm3,0.01914,0.00116,Nucleus
D4A7V9,Eif2ak4,-0.00297,0.01874,Other
D4A7X1,Mrps16,-0.006,-0.02077,Mitochondrion
D4A7Z5,Diablol1,-0.01887,-0.00796,Other
D4A833,Mrps30,0.01283,-0.00521,Mitochondrion
D4A853,Cic,-0.01565,0.0033,Nucleus
D4A857,Ipo9,0.00429,-0.00273,Nucleus
D4A8E7,Commd6,0.00214,7.5e-4,Other
D4A8G7,Snw1,-0.01063,0.02096,Nucleus
D4A8H3,Uba6,0.01066,-0.00208,Other
D4A8H5,Ppp4r2,-0.0156,-0.00948,Cytoskeleton
D4A8N0,Fam111a,-0.01098,0.01894,Nucleus
D4A8N1,Dpm1,-8.7e-4,0.0239,Nucleus
D4A8U9,Unc45b,-0.00346,-0.00951,Nucleus
D4A8X8,Cttnbp2nl,-0.02,-0.00954,Cytoskeleton
D4A900,Filip1l,-0.02081,-0.01307,Cytoskeleton
D4A914,Xrn2,-0.01945,0.02134,Nucleus
D4A962,Hnrnpul1,1.9e-4,0.00598,Other
D4A994,Emc1,0.01939,-0.00768,Nucleus
D4A997,Htatsf1,-0.01522,0.00733,Nucleus
D4A9D8,Osbp,-0.00918,0.01095,Nucleus
D4A9L2,Srsf1,-0.01119,0.02649,Nucleus
D4A9N5,Trim25,-0.00122,0.00881,Other
D4A9T2,Twsg1,-0.00578,0.02084,Cytoskeleton
D4A9W3,Dglucy,-0.00532,-0.02292,Mitochondrion
D4A9Y0,Sdf2l1,-0.0135,0.00802,Other
D4A9Y2,Fam241a,0.00884,0.01315,Other
D4AA31,Prcp,-0.00289,0.00838,Other
D4AA43,Klhl40,0.00381,-0.03017,Other
D4AA63,Ubqln2,0.0119,-0.00854,Other
D4AAH9,Tbc1d23,0.00912,0.01085,Other
D4AAM0,Tnpo3,0.02097,0.01441,Nucleus
D4AAM1,C1h11orf98,0.00745,-0.01146,Other
D4AAT4,Snrpf,0.0194,0.01133,Nucleus
D4AAT7,Naxd,0.01307,-0.00944,Mitochondrion
D4AAU6,Ccdc25,0.01365,-0.02164,Other
D4AAV9,Tspan9,-0.01298,0.01152,Other
D4AAY6,Rpl27al7,-0.00775,0.02113,Other
D4AAZ8,Irf2bp1,-0.01448,0.01374,Other
D4AB01,Hint2,-0.0084,-0.024140000000000002,Mitochondrion
D4AB03,Fam120a,-0.02643,0.01276,Other
D4AB06,Haus5,0.0015,-0.01811,Cytoskeleton
D4AB17,Pfas,-0.00231,0.02138,Other
D4AB50,Arhgap10,0.00453,-0.02887,Nucleus
D4ABI7,Hacd3,0.00425,0.00298,Nucleus
D4ABK7,Hnrnph3,-0.00656,0.008,Nucleus
D4ABN8,Xrn1,-0.00436,0.01856,Other
D4ABT8,Hnrnpul2,-0.00139,0.00723,Other
D4ABV0,Smim26,-0.00783,0.01296,Mitochondrion
D4ABX9,Emc6,0.00827,0.00755,Nucleus
D4ABY2,Copg2,0.00305,0.02579,Nucleus
D4AC36,Eif3f,0.02648,-0.00811,Other
D4AC65,Coa7,-0.01464,0.00623,Mitochondrion
D4ACB8,Cct8,0.0171,-0.01304,Cytoskeleton
D4ACG2,Ilvbl,0.00142,0.01051,Nucleus
D4ACK1,Nup214,-0.0227,-0.00923,Nucleus
D4ACM1,Elp3,-0.00472,-0.014,Nucleus
D4ACM2,Mad2l1,0.01375,-3.8e-4,Cytoskeleton
D4ACM8,Fzd7,0.00557,0.00491,Other
D4ACN6,Cert1,-0.00507,0.02584,Mitochondrion
D4ACN8,Plgrkt,0.00685,0.02345,Mitochondrion
D4ACS3,Mb21d2,0.01114,-0.01151,Other
D4ACT4,Ankrd52,0.0051,-0.01288,Other
D4ACV0,Nelfb,0.01005,-0.01253,Nucleus
D4ACW1,Nop2,-0.00415,0.00509,Nucleus
D4ACY1,Uqcc4,-0.00571,0.03265,Other
D4AD29,Lamtor4,0.00183,-0.00884,Other
D4AD33,Ramac,0.00492,0.00788,Nucleus
D4AD37,Bpnt2,0.01226,-0.03306,Other
D4ADB4,Cggbp1,0.00706,0.01242,Other
D4ADD7,Glrx5,-0.01609,0.00941,Mitochondrion
D4ADE5,Setd7,-0.01423,0.00641,Nucleus
D4ADE8,Ddx3x,-0.02544,-5e-4,Mitochondrion
D4ADF5,Pdcd5,-0.02581,0.00202,Other
D4ADF6,Zfyve16,-0.01887,0.01531,Other
D4ADI6,Dynlt2b,-0.00774,0.00935,Cytoskeleton
D4ADM8,Rhod,0.01041,-0.00831,Mitochondrion
D4ADR5,Chpf2,-0.0131,-0.02041,Other
D4ADS6,Ints7,0.00899,0.01029,Nucleus
D4ADS9,Efr3a,0.00169,0.00844,Other
D4ADV8,Dvl3,0.00941,-0.02015,Nucleus
D4ADZ9,Pus7,0.01587,0.01436,Other
D4AE02,Fam98b,0.01561,-0.00826,Other
D4AE17,Map3k20,0.01575,0.0076,Other
D4AE24,Rps6kb2,-0.00477,0.00253,Other
D4AE56,Ptges2,0.01755,-0.01083,Mitochondrion
D4AE59,Stk11,-0.0093,-0.00313,Mitochondrion
D4AE75,Pop1,-0.00919,-0.02019,Nucleus
D4AE80,Dcp1a,-0.00111,-0.01864,Other
D4AE96,Ipo7,0.01771,0.00735,Nucleus
D4AE98,Exosc8,0.00618,-0.02087,Nucleus
D4AEC2,Camsap2,-0.00317,-0.00111,Cytoskeleton
D4AED2,Dda1,-0.00737,-0.02454,Other
D4AEE9,Elof1,0.01107,0.02013,Nucleus
D4AEG3,Ppil4,-0.00796,-0.01394,Nucleus
D4AEG7,Tbc1d13,0.02213,0.00338,Other
D4AEH3,Psmd7,0.00294,-0.02082,Other
D4AEH9,Agl,0.01434,-0.00633,Nucleus
D4AEJ0,Nap1l6,-0.02325,0.00146,Other
D4AEJ5,Wwc2,0.00608,0.00137,Other
D4AEK9,Ccdc6,-0.00103,-0.02355,Other
D4AEL3,Dmac1,-0.00461,-0.01463,Mitochondrion
D4AEP0,Adss2,-0.00296,-0.02754,Other
D5MTG9,Ubr1,0.00659,-0.00724,Other
E9PSJ3,Kif4a,0.00446,0.00854,Cytoskeleton
E9PST5,Acin1,-0.0033,-0.00769,Nucleus
E9PSY2,Mageb1,0.00933,-0.01925,Other
E9PT04,Vps39,0.00445,0.02923,Other
E9PT11,Cbx6,-0.0056,-6.6e-4,Nucleus
E9PT20,Abl1,-0.01315,-0.01625,Mitochondrion
E9PT23,Slc38a10,-0.01298,-0.01025,Other
E9PT29,Ddx17,-0.02177,0.00288,Nucleus
E9PT51,Poldip2,0.00382,-0.01446,Mitochondrion
E9PT53,Wfs1,-0.00429,0.02784,Nucleus
E9PT59,Arhgef5,0.00215,-0.02639,Cytoskeleton
E9PT66,Sf3b3,0.01375,0.01311,Nucleus
E9PT85,Xrcc6,0.00248,0.00655,Nucleus
E9PT90,Spart,0.00735,0.01222,Mitochondrion
E9PTG1,Smarca2,-0.00945,0.00414,Nucleus
E9PTG8,Stk10,-0.00383,0.00457,Other
E9PTI6,Raly,0.00316,0.00832,Nucleus
E9PTX9,Slc12a2,-0.02207,-0.01666,Other
E9PU01,Chd4,0.00203,-0.01095,Cytoskeleton
E9PU28,Impdh2,0.01853,-0.00468,Other
E9PU29,Rnf31,-0.00735,0.00354,Other
E9PU37,Zdhhc13,0.01829,0.00785,Other
E9PU42,Vps26c,4.9e-4,0.01578,Other
F1LM37,Sf1,-0.02552,0.01119,Nucleus
F1LM55,Ccar2,5.4e-4,0.0058,Mitochondrion
F1LM66,Eftud2,0.01109,-0.00755,Nucleus
F1LM93,Yes1,-5.2e-4,0.00804,Cytoskeleton
F1LMA5,Fv1,-0.0189,-0.00934,Other
F1LMA9,Znfx1,-0.00487,-0.00679,Mitochondrion
F1LML7,Hip1r,-0.0098,-0.02064,Mitochondrion
F1LMQ3,Psmd8,0.02242,-0.01454,Other
F1LMZ8,Psmd11,0.02565,-0.00902,Other
F1LN92,Afg3l2,-0.0037200000000000002,0.00413,Mitochondrion
F1LNF3,Nfxl1,4.1e-4,-1.8e-4,Nucleus
F1LNI5,Ppm1g,-0.02419,-0.002,Other
F1LNJ2,Snrnp200,0.00434,0.00403,Nucleus
F1LNR1,Clasp1,0.00188,-0.01405,Cytoskeleton
F1LP64,Trip12,-0.00647,-0.0101,Nucleus
F1LP90,Mink1,-0.01631,-0.00977,Other
F1LPC5,Tmem259,-0.0015,0.01275,Nucleus
F1LPQ2,Ascc3,-1.3e-4,0.01941,Nucleus
F1LPV0,Nars1,-0.01694,0.02589,Other
F1LQ48,Hnrnpl,-8.7e-4,0.01024,Nucleus
F1LQJ7,Pck2,-0.00371,-0.01172,Mitochondrion
F1LQN1,Galnt16,-0.0043,0.0104,Other
F1LR10,Lima1,-0.00557,0.00489,Cytoskeleton
F1LR36,Supt6h,-0.00219,-0.00507,Nucleus
F1LR42,Rufy1,0.00893,-1.8e-4,Other
F1LRC6,Nup188,-0.01241,0.00155,Nucleus
F1LRE5,Osbpl9,0.00617,-0.02038,Other
F1LRI5,Gcn1,0.02226,0.00946,Other
F1LRL4,Tbc1d9b,0.00671,-0.00165,Other
F1LRS8,Cd2ap,-0.01688,-0.01124,Cytoskeleton
F1LS35,Hps5,0.00764,-8.3e-4,Other
F1LS86,Iars1,0.02062,0.01261,Other
F1LSG8,Vps50,0.00577,0.01766,Nucleus
F1LSH0,Sympk,-0.01476,-0.00915,Nucleus
F1LSM0,Usp24,-0.00178,-0.0064,Other
F1LT49,Lrrc47,-0.02463,0.00164,Other
F1LT70,Pank2,0.00622,-0.00465,Mitochondrion
F1LTR1,Wdr26,0.01662,0.00833,Mitochondrion
F1LTZ2,Selenon,0.0097,-0.00779,Mitochondrion
F1LU69,Rps27a-ps28,-0.00127,0.01181,Other
F1LU71,Auh,0.01938,0.00407,Mitochondrion
F1LUD9,Lrrc20,-0.00613,-0.01423,Other
F1LV52,Gpatch11,-0.00496,-0.00312,Nucleus
F1LVF9,Ubtd2,-0.0081,0.01662,Other
F1LVL2,Icoslg,0.00337,-0.01575,Other
F1LVV4,Rcc2,-0.01997,0.0191,Cytoskeleton
F1LVX1,Dnajc1,-0.00453,-0.03391,Nucleus
F1LVX2,Ehbp1,-0.00299,-0.02093,Other
F1LVZ9,Hectd3,-0.00188,0.01078,Nucleus
F1LW07,Ppp1r13l,-0.01351,-0.01009,Other
F1LW16,Btaf1,-0.00405,-2e-4,Other
F1LW77,Rab33b,0.01227,-0.0209,Other
F1LW91,Numa1,-0.00231,0.00805,Cytoskeleton
F1LWB9,Ankrd50,-0.0047,-0.02384,Other
F1LWG4,Ndufaf1,0.00539,-0.01937,Mitochondrion
F1LWN1,Ncoa7,-0.0083,0.01441,Other
F1LX07,Slc25a12,0.02671,0.00219,Mitochondrion
F1LX68,Spats2,-0.0184,0.004,Other
F1LXA0,Ndufa12,0.0048,-0.01808,Mitochondrion
F1LXP8,Arhgap18,-0.00637,0.00717,Cytoskeleton
F1LYI7,Tmem256,0.00544,-0.00958,Mitochondrion
F1LYQ8,Farp1,-0.0228,-0.00359,Cytoskeleton
F1LYZ8,Ppp1r21,0.0045,-0.02879,Other
F1LZB0,R3hcc1,-8.1e-4,-0.01265,Other
F1LZJ4,Hyi,-0.01411,0.00453,Other
F1LZW6,Slc25a13,-0.0013,0.00934,Mitochondrion
F1LZX9,Itgav,-0.01908,-0.01473,Cytoskeleton
F1M086,Elp4,0.00108,-0.01076,Nucleus
F1M0U5,Nbas,0.02209,-0.0036,Nucleus
F1M0Z1,Trio,0.00598,0.00409,Other
F1M1H0,Dera,0.02309,0.00881,Other
F1M2S2,Dnajc24,-0.00927,0.01253,Cytoskeleton
F1M332,Arhgap28,0.00226,0.02659,Other
F1M3G7,Akap13,-0.01453,-0.02086,Cytoskeleton
F1M3L7,Eps8,0.01277,-0.01824,Cytoskeleton
F1M471,Epm2aip1,0.00979,0.01541,Nucleus
F1M4I4,Vps51,0.00465,0.02525,Other
F1M4Q3,Hmcn1,-0.01092,9.7e-4,Other
F1M4W7,Cstf3,-0.00843,0.0112,Nucleus
F1M589,Pml,0.01621,-0.01049,Nucleus
F1M5H6,Tp53bp2,-0.00822,-0.00276,Nucleus
F1M5K2,Wdr62,-0.00298,0.01436,Cytoskeleton
F1M5N3,Ank2,-0.02327,0.00553,Mitochondrion
F1M5Q4,Fbn2,0.00308,0.00545,Other
F1M5R1,Rel,-0.00724,0.00493,Nucleus
F1M5V7,Mex3d,-0.00628,-0.026,Nucleus
F1M656,Tulp3,-0.01146,0.01407,Nucleus
F1M6D0,Mrps6,-0.00707,-0.02431,Mitochondrion
F1M6I7,Psma8,0.02587,-0.00841,Other
F1M6Q3,Col4a2,0.00266,0.02635,Other
F1M754,Map4k4,-0.00594,-0.01337,Other
F1M775,Diaph1,0.00441,0.01002,Cytoskeleton
F1M798,Bmp1,-0.00888,0.0146,Other
F1M7T1,Ndufb4l4,0.00951,0.01598,Other
F1M7Y5,Prkci,-0.01442,0.00632,Cytoskeleton
F1M7Z1,Edc3,-0.01455,0.00787,Other
F1M801,Anapc1,-0.01537,0.0214,Nucleus
F1M853,Rrbp1,-0.02712,-0.01444,Nucleus
F1M8A9,Ptrh1,-0.01042,0.0162,Mitochondrion
F1M8B7,Chmp2b,-0.01104,0.01347,Cytoskeleton
F1M8K0,Dag1,-0.02238,-0.00797,Cytoskeleton
F1M8L9,Rapgef1,-0.00743,-0.01875,Other
F1M8X9,Gbf1,0.01834,0.01234,Other
F1M943,Armc8,0.01272,-0.02305,Other
F1M9B2,Igfbp7,-0.01651,-0.0135,Other
F1M9D6,Stat1,-0.02222,-0.00904,Nucleus
F1M9Q3,Ltn1,0.01587,6.8e-4,Other
F1M9V7,Npepps,0.0212,-0.01579,Other
F1M9W9,Trappc8,0.0074400000000000004,0.00845,Other
F1MA59,Col4a1,0.01283,0.01222,Other
F1MA87,Cdk6,0.02116,0.00871,Cytoskeleton
F1MA98,Tpr,0.00357,-0.02291,Cytoskeleton
F1MAA5,Rangap1,0.0197,-0.01823,Cytoskeleton
F1MAA7,Lamc1,-0.00675,0.00979,Other
F1MAF2,Akap17a,-0.00521,0.00572,Nucleus
F1MAF8,Atg2b,1.6e-4,0.00616,Nucleus
F1MAG8,Sema3d,6.4e-4,-0.00353,Other
F1MAH5,Ppp6r3,-0.01028,-0.01432,Other
F1MAH6,Cdh11,-0.01858,-0.01448,Other
F1MAM8,Ddx20,-0.01205,-0.00231,Nucleus
F1MAN8,Lama5,-0.01226,0.00943,Other
F1MAQ4,Trappc10,0.00674,-0.0106,Other
F1MAQ7,Son,0.00284,0.00342,Nucleus
F2Z3T4,Mbnl2,-0.01893,0.02527,Other
F2Z3T9,U2af2,0.01637,0.00781,Nucleus
F6PU86,Rtca,0.01983,-0.00717,Other
F6Q5K7,Mrps18b,0.0171,-0.01193,Mitochondrion
F7EK08,Usp14,0.0161,-0.01205,Other
F7EK71,Rad21,-4.5e-4,0.00722,Cytoskeleton
F7ELE5,Ndufs7,-0.01062,0.00966,Mitochondrion
F7EMB2,Rtraf,0.02232,0.00305,Cytoskeleton
F7ENB2,Snx2,0.00969,-0.02763,Other
F7EPZ4,Dis3,0.01445,-0.0081,Nucleus
F7ESS4,Tspan6,0.02135,0.01879,Other
F7ET11,Klc2,-0.00847,0.02701,Cytoskeleton
F7ETC0,Smpd1,0.01803,0.0143,Other
F7ETS0,Acot9,0.00642,7.3e-4,Mitochondrion
F7EUL0,Atp6v1d,-0.01863,-0.00786,Cytoskeleton
F7EUU4,Cops5,-0.00245,-0.01917,Nucleus
F7EVW7,Gpaa1,-0.00114,-0.01408,Nucleus
F7EVZ0,Col5a3,-0.01222,0.00743,Other
F7EW23,Mrpl47,-0.00954,-0.00447,Mitochondrion
F7EWC1,Vasp,-0.0184,-0.00665,Cytoskeleton
F7EWF8,Anapc2,-3e-5,-0.01579,Nucleus
F7EWP1,Ube2a,-3e-4,-0.02048,Nucleus
F7EX11,Mnat1,0.00442,-0.00511,Nucleus
F7EXM7,Map2k3,0.00622,0.01688,Other
