contrast,database,pathway,label,NES,pval,padj,size,dedup_kept,leadingEdge
PC2,Hallmark,HALLMARK_MTORC1_SIGNALING,MTORC1 Signaling,-1.025,0.4,0.736,135,TRUE,Ykt6;Nampt;Slc1a5;Pitpnb;Gapdh;Gclc;Hspa5;Psat1;Tbk1;Hsp90b1;Mcm2;Fkbp2;Glrx;Cops5;Actr2;Hspe1;Cdkn1a;Plod2;Gla;Hspa4;Qdpr;Pfkl;Tubg1;Sord;Tfrc;Pgk1;Ssr1;Acly;Pgm1;Immt;P4ha1;Gsr;Slc2a3;Wars1;Lta4h;Ero1a;Hk2;Psmd14;Ldha
PC2,Hallmark,HALLMARK_MYC_TARGETS_V1,MYC Targets V1,1.114,0.217,0.736,178,TRUE,Ywhaq;Hddc2;Hdac2;Snrpa;Cyc1;Rpl18;Erh;Serbp1;Snrpd1;Srsf1;Nop16;Cul1;Nme1;Hnrnpa3;Snrpd2;Psmd1;Ran;Npm1;Hnrnpa1;Nap1l1;Rpl14;Mcm5;Mcm4;Pcna;Rrm1;Dhx15;Canx;Eif4a1;Psmc6;Ctps1;Hnrnpa2b1;Snrpb2;Cnbp;Srsf3;Lsm2;Lsm7;Hnrnpr;Tcp1;Sf3b3;Cad;Fam120a;Tra2b;Iars1;Abce1;Rack1;Hnrnpu;Mcm7;Cct7;Slc25a3;Rnps1;Snrpg;Rsl1d1;Eif1a;G3bp1;Set;Eif4g2;Rps5;Psmc4;Nhp2;Xpo1;Nolc1;Hnrnpc;Ddx21;Xpot
PC2,Hallmark,HALLMARK_MYC_TARGETS_V2,MYC Targets V2,0.86,0.668,0.858,29,TRUE,Nop16;Npm1;Mcm5;Mcm4;Grwd1;Mybbp1a;Tbrg4;Rabepk;Nolc1;Pa2g4;Pes1;Rrp12;Hspd1;Nop2;Nop56
PC2,Hallmark,HALLMARK_MYOGENESIS,Myogenesis,1.203,0.139,0.736,96,TRUE,Tagln;Mb;Fhl1;Pygm;Col4a2;Myog;Ckm;Hspb8;Pdlim7;Sorbs3;Cav3;Prnp;Tpm2;Itgb5;Pgam2;Bag1;Tsc2;Eif4a2;Dennd2b;Mybph;Akt2;Myh7;Cryab;Pc;Gabarapl2;Gnao1;Sorbs1;Atp2a1;Cnn3;Pfkm;Sptan1;Sgca;Lsp1;Col15a1;Bin1;Mylk;Acsl1;Eno3;Col3a1;Ldb3;Mapre3;Col1a1;Pkia;Csrp3;Wwtr1;App;Smtn
PC2,Hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION,OXPHOS,-1.014,0.416,0.736,161,FALSE,Dlat;Acat1;Atp5f1a;Cox7a2;Cox5a;Acadvl;Dld;Ndufs4;Atp5f1b;Suclg1;Opa1;Mdh1;Timm13;Cyb5a;Cox4i1;Ndufv1;Etfb;Aco2;Ndufs1;Nnt;Phb2;Oat;Ndufa9;Atp1b1;Timm8b;Mdh2;Bdh2;Eci1;Supv3l1;Vdac1;Immt;Glud1;Uqcrb;Bax;Slc25a11;Hadhb;Casp7;Cox7a2l;Ldha;Uqcrc2;Ndufa2;Atp5f1d;Htra2;Timm10;Uqcrh;Idh2;Ndufv2;Mrps22;Rhot1;Idh3g;Hccs;Atp5mf;Ndufs3;Atp5me
PC2,Hallmark,HALLMARK_P53_PATHWAY,p53 Pathway,1.114,0.26,0.736,66,TRUE,Rps12;Prkab1;Ei24;Rpl18;Retsat;Steap3;Sp1;Pcna;Cd81;Bak1;Dgka;Fuca1;S100a10;Nupr1;Elp1;F2r
PC2,Hallmark,HALLMARK_PEROXISOME,Peroxisome,0.944,0.554,0.847,53,TRUE,Retsat;Elovl5;Idh1;Cadm1;Eci2;Ide;Prdx1;Slc25a4;Ctps1;Cnbp;Fis1
PC2,Hallmark,HALLMARK_PI3K_AKT_MTOR_SIGNALING,PI3K AKT mTOR Signaling,0.868,0.732,0.858,57,TRUE,Raf1;Irak4;Rps6ka3;Sqstm1;Ap2m1;Calr;Csnk2b;Cltc;Grb2;Map2k3;Plcg1;Tsc2;Ube2n;Gna14
PC2,Hallmark,HALLMARK_PROTEIN_SECRETION,Protein Secretion,-1.21,0.126,0.736,76,FALSE,Ykt6;Atp1a1;Ppt1;Snx2;Dst;Arfgef2;Snap23;Rab2a;Bet1;Tsg101;Arfgef1;Yipf6;Gla;Tpd52;Anp32e;Stx12;Mapk1;Tmed2;Dnm1l;Sec22b
PC2,Hallmark,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Reactive Oxygen Species Pathway,-1.017,0.422,0.736,30,TRUE,Gclc;Selenos;Glrx;Atox1;Gclm;Oxsr1;Cat;Gsr;Prdx6
PC2,Hallmark,HALLMARK_SPERMATOGENESIS,Spermatogenesis,-1.05,0.371,0.736,26,TRUE,Ncaph;Cct6b;Nf2;Csnk2a2;Jam3;Slc12a2
PC2,Hallmark,HALLMARK_TGF_BETA_SIGNALING,TGF Beta Signaling,-0.933,0.54,0.847,24,TRUE,Sptbn1;Trim33;Xiap;Eng;Tjp1;Ncor2
PC2,Hallmark,HALLMARK_TNFA_SIGNALING_VIA_NFKB,TNFA Signaling Via NF-kB,-0.861,0.712,0.858,44,TRUE,Nampt;Ptgs2;Cdkn1a;Jun;Dnajb4;Icoslg;Fosl2;Atp2b1;Icam1;Tnc;Slc2a3;B4galt5;Smad3;Rhob;Yrdc
PC2,Hallmark,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,UPR,1.433,0.0288,0.461,71,TRUE,Yif1a;Ywhaz;Fkbp14;Wfs1;Dnaja4;Eif4a3;Parn;Asns;Calr;Fus;Eef2;Banf1;Npm1;Aldh18a1;Eif4a1;Atp6v0d1;Tars1;Gosr2;Eif4a2;Mthfd2;Mtrex;Slc1a4;Slc7a5
PC2,Hallmark,HALLMARK_UV_RESPONSE_DN,UV Response Dn,1.336,0.0795,0.664,69,TRUE,Fhl2;Fzd2;Vldlr;Col11a1;Prkar2b;Prkce;Nfkb1;Bckdhb;Igfbp5;Sdc2;Fbln5;Prkca;Mrps31;Pdlim5;Atrn;Notch2;Ldlr;Mgmt;Dyrk1a
PC2,Hallmark,HALLMARK_UV_RESPONSE_UP,UV Response Up,0.916,0.632,0.858,75,TRUE,Cyb5r1;Eif5;Sqstm1;Nup58;Asns;Dnaja1;Ago2;Cdc34;Ptprd;Slc25a4;Stk25;Tars1;Bak1;Sigmar1;Rab27a;Ap2s1;Eno2;Cdkn2b;Ctsl;Tmbim6
PC2,Hallmark,HALLMARK_WNT_BETA_CATENIN_SIGNALING,WNT Beta Catenin Signaling,0.784,0.751,0.858,12,TRUE,Hdac2;Cul1
PC2,Hallmark,HALLMARK_XENOBIOTIC_METABOLISM,Xenobiotic Metabolism,1.047,0.346,0.736,77,TRUE,Jup;Retsat;Ssr3;Elovl5;Idh1;Fbln1;Etfdh;Comt;Bphl;Mthfd1;Mccc2;Pdlim5;Papss2;Slc12a4;Fah;Tmbim6;Cndp2;Pc;Ahcy;Sar1b;Bcar1;Slc6a6;Aldh2;Blvrb;Pgrmc1;Hmox1;Plg;Gart
PC1,Reactome,REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,Abc Family Proteins Mediated Transport,2.156,1.95e-4,0.00197,27,FALSE,Psmb5;Psma3;Psmc4;Psmd13;Psmb2;Psmb3;Psma6;Psma4;Abcd3;Psma2;Psma7;Psmd12;Psmd8;Eif2s1
PC1,Reactome,REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,Activation Of Anterior Hox Genes In Hindbrain Development During Early Embryogenesis,-0.643,0.935,0.972,13,TRUE,Polr2i;H2ax;Jun;Cnot9;Ctcf;Polr2k
PC1,Reactome,REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,Activation Of Atr In Resp. to Replication Stress,1.855,0.0037200000000000002,0.0182,13,FALSE,Cdk2;Mcm7;Rfc5;Rfc3;Rpa1;Mcm6;Rfc4;Mcm2
PC1,Reactome,REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,Activation Of Bad & Translocation To Mitochondria,1.243,0.197,0.351,10,FALSE,Ywhah;Ywhae;Ywhab;Ywhag
PC1,Reactome,REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,Activation Of Nf Kappab In B Cells,2.086,1.13e-4,0.00129,30,FALSE,Psmb5;Psma3;Psmc4;Psmd13;Psmb2;Psmb3;Psma6;Psma4;Psma2;Psma7;Psmd12;Psmd8;Nfkb1;Psma1;Ikbkb;Cul1;Psmc6
PC1,Reactome,REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,Activation Of Nmda Receptors & Postsynaptic Events,1.253,0.167,0.316,16,FALSE,Tuba4a;Src;Tuba3a;Rac1;Prkar2a;Prkag1;Arhgef7
PC1,Reactome,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,Adaptive Immune System,1.556,0.00153,0.00914,155,FALSE,Cdk4;Sec61a1;Psmb5;Psma3;Psmc4;Psmd13;Psmb2;Tuba4a;Dync1h1;Smurf1;Ap2b1;Psmb3;Psma6;Psma4;Cltc;Src;Rbx1;Psma2;Sec31a;Ube2d3;Sec22b;Ppp2cb;Ctsd;Stat3;Ccnd1;Psma7;Sar1b;Ywhab;Psmd12;Psmd8;Ctnnb1;Ube2n;Tuba3a;Nfkb1;Rac1;Psma1;Ywhag;Ikbkb;Cblb;Rpn1;Ap1g1;Dad1;Cul1;Psmc6;Psme2;Fbxo4;Itga4;Psmd14;Cul3;Kifap3
PC1,Reactome,REACTOME_ADIPOGENESIS,Adipogenesis,0.999,0.456,0.639,13,TRUE,Cdk4;Nfkb1;Ccnd3
PC1,Reactome,REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,Aerobic Resp. + ETC,1.989,1.36e-5,3.34e-4,108,FALSE,Uqcr10;Ldhb;Idh3g;Etfa;Slc25a12;Ndufa6;Atp5mg;Got2;Dlst;Mdh2;Cs;Uqcrc2;Ldha;Atp5pb;Suclg2;Oxa1l;Slc25a11;Vdac1;Ndufs2;Pdhx;Fh;Atp5po;Etfb;Idh2;Pdhb;Ndufb5;Ndufs3;Me2;Uqcrq;Atp5mf;Uqcrc1;Atp5f1e;Atp5me;Slc25a4;Atp5f1b;Idh3a;Cyc1;Ndufv3;Nfs1;Sucla2;Nnt;Atp5f1c;Ndufa5;Ndufs1;Ecsit;Sdha;Ndufa9;Uqcr11;Mpc2;Ogdh;Mdh1;Ndufa8;Gstz1;Cox7b
PC1,Reactome,REACTOME_AMINO_ACIDS_REGULATE_MTORC1,AAs Regulate MTORC1,-0.929,0.54,0.692,11,FALSE,Lamtor5;Atp6v1f;Atp6v1d;Atp6v1g1;Atp6v0d1
PC1,Reactome,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,Antigen Processing Cross Presentation,1.802,0.00292,0.0147,37,TRUE,Sec61a1;Psmb5;Psma3;Psmc4;Psmd13;Psmb2;Psmb3;Psma6;Psma4;Psma2;Sec22b;Psma7;Psmd12;Psmd8;Psma1;Ikbkb;Psmc6;Psme2;Psmd14
PC1,Reactome,REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,Antigen Processing Ub ATP Independent Proteas. Degradation,2.108,3.72e-4,0.00299,11,FALSE,Psmb5;Psma3;Psmb2;Psmb3;Psma6;Psma4;Psma2;Psma7;Psma1;Psme2
PC1,Reactome,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,Apc C Mediated Degradation Of Cell Cycle Proteins,2.302,1.05e-5,3.09e-4,29,FALSE,Psmb5;Psma3;Psmc4;Psmd13;Psmb2;Psmb3;Psma6;Psma4;Psma2;Psma7;Cdk2;Psmd12;Psmd8;Bub3;Psma1;Cdk1;Cul1;Psmc6
PC1,Reactome,REACTOME_APOPTOTIC_EXECUTION_PHASE,Apoptotic Execution Phase,-1.186,0.224,0.38,21,FALSE,Hmgb2;Sptan1;Plec;Tjp1;Add1;Bcap31
PC1,Reactome,REACTOME_ARACHIDONATE_METABOLISM,Arachidonate Metabolism,1.249,0.197,0.351,10,FALSE,Ptgis;Lta4h;Gpx4
PC1,Reactome,REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,Asparagine N Linked Glycosylation,1.665,0.00475,0.0227,63,TRUE,Tmed10;Tuba4a;Dync1h1;Gfpt1;Nagk;Arf4;Sec31a;Dcps;Sec22b;Sar1b;Gfus;Tmed2;Tuba3a;Mpi;Cope;Napa;Gbf1;F5;Rpn1;Pmm1;Dad1;Arcn1;B4galt5;Srd5a3;Copb1;Gne
PC1,Reactome,REACTOME_AUTOPHAGY,Autophagy,1.709,0.00568,0.0257,41,FALSE,Tuba4a;Dync1h1;Vps28;Src;Vdac2;Ube2d3;Vdac3;Tomm70;Vdac1;Atg4b;Ube2n;Tuba3a;Gabarapl2;Tomm40
PC1,Reactome,REACTOME_BASE_EXCISION_REPAIR,Base Excision Repair,0.674,0.912,0.961,15,FALSE,Rfc5;Rfc3;Rpa1;Rfc4
PC1,Reactome,REACTOME_BASIGIN_INTERACTIONS,Basigin Interactions,-0.665,0.885,0.941,10,FALSE,Slc3a2;Bsg;Slc16a1;Itga6;Itgb1;Cav1
PC1,Reactome,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,Binding & Uptake Of Ligands By Scavenger Receptors,-1.499,0.0611,0.157,13,TRUE,Col3a1;Sparc;Col1a1;Hyou1;Col1a2
PC1,Reactome,REACTOME_BIOLOGICAL_OXIDATIONS,Biological Oxidations,1.982,8.06e-4,0.00537,33,TRUE,Ptgis;Akr1a1;Ugdh;Cyb5r3;Aldh2;Gstm5;Mtarc2;Ugp2;Por;Gsto1;Comt;Aldh3a1;Hsp90ab1;Bpnt1;Bphl;Gstz1;Cbr3;Gclm;Ahcy;Acss2;Maoa;Gss
PC1,Reactome,REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,Biosynthesis Of The N Glycan Precursor Dolichol Lipid Linked Oligosaccharide Llo & Transfer To A Nascent Protein,1.661,0.0267,0.089,14,FALSE,Gfpt1;Nagk;Dcps;Gfus;Mpi;Pmm1;Srd5a3;Gne
PC1,Reactome,REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,Branched Chain AA Catabolism,1.869,0.00645,0.0288,14,FALSE,Bcat1;Echs1;Aldh6a1;Dbt;Hibch;Mccc2;Auh
PC1,Reactome,REACTOME_CA2_PATHWAY,Ca2 Pathway,-0.756,0.783,0.869,11,TRUE,Ppp3r1;Map3k7;Fzd2;Ago2;Tnrc6b
PC1,Reactome,REACTOME_CARDIAC_CONDUCTION,Cardiac Conduction,1.357,0.125,0.261,13,TRUE,Atp1b3;Atp2a2;Casq2;Clic2;Atp1a1;Atp2b4;Atp2a1;Wwtr1
PC1,Reactome,REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE,Cargo Trafficking To The Periciliary Membrane,1.811,0.0109,0.0426,14,FALSE,Tuba4a;Arf4;Cct2;Cct3;Cct5;Tuba3a;Tcp1;Gbf1
PC1,Reactome,REACTOME_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI,Cellular Responses To Mechanical Stimuli,0.946,0.552,0.701,26,FALSE,Anxa2;Gnb2;Ctnnb1;Gnas;Nfkb1;Ikbkb;Mmp14
PC1,Reactome,REACTOME_CELLULAR_RESPONSES_TO_STIMULI,Cellular Responses To Stimuli,1.328,0.022,0.0761,240,FALSE,Cdk4;Prdx3;Prdx2;Psmb5;Psma3;Psmc4;Psmd13;Xpo1;Hspa2;Psmb2;Tuba4a;Dync1h1;Anxa2;Gfpt1;Psmb3;Psma6;Psma4;Rbx1;Psma2;Sec31a;Blvra;Ube2d3;Rplp0;Taldo1;Stat3;Pdia5;Psma7;Cdk2;Nqo1;Gnb2;Prdx1;Blvrb;Ywhae;Psmd12;Psmd8;Eif2s1;Ctnnb1;Lonp1;Gnas;Atp6v1c1;Cryab;Cdk6;Tuba3a;Hsph1;Nfkb1;Serpinh1;Nup205;Asf1a;Psma1;Mapk14;Ikbkb;Phb2;Atp6v0c;Cul1;Psmc6;Mmp14;Tcirg1;Rpa1;Rps27l;Rps2;Rpl22;Psmd14;Cul3;Hsp90ab1;Rps5;Hsp90b1;Ero1a
PC1,Reactome,REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,Cellular Resp. to Chemical Stress,1.73,0.00225,0.013,78,TRUE,Prdx3;Prdx2;Psmb5;Psma3;Psmc4;Psmd13;Psmb2;Psmb3;Psma6;Psma4;Rbx1;Psma2;Blvra;Taldo1;Stat3;Psma7;Nqo1;Prdx1;Blvrb;Psmd12;Psmd8
PC1,Reactome,REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,Cellular Resp. to Heat Stress,-1.238,0.148,0.288,37,TRUE,Bag3;Ptges3;Hdac6;Hspa4;Hspa9;Bag1;Fkbp4;Hspa8;Gsk3b;Hspa1l;Hspb1
PC1,Reactome,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,Cellular Resp. to Hypoxia,2.364,6.63e-6,2.91e-4,24,FALSE,Psmb5;Psma3;Psmc4;Psmd13;Psmb2;Psmb3;Psma6;Psma4;Rbx1;Psma2;Ube2d3;Psma7;Psmd12;Psmd8
PC1,Reactome,REACTOME_CELLULAR_RESPONSE_TO_STARVATION,Cellular Resp. to Starvation,0.994,0.451,0.639,30,TRUE,Rplp0;Eif2s1;Atp6v1c1;Atp6v0c;Tcirg1;Rps27l;Rps2;Rpl22;Rps5;Rps10;Rps3;Mtor;Eif2s2
PC1,Reactome,REACTOME_CELLULAR_SENESCENCE,Cellular Senescence,1.171,0.209,0.362,31,FALSE,Cdk4;Stat3;Cdk2;Cdk6;Nfkb1;Asf1a;Mapk14
PC1,Reactome,REACTOME_CELL_CELL_COMMUNICATION,Cell Communication,1.445,0.0311,0.1,88,TRUE,Psmb5;Psma3;Psmc4;Rack1;Psmd13;Psmb2;Actb;Psmb3;Psma6;Psma4;Src;Actn1;Psma2;Psma7;Psmd12;Psmd8;Adam19;Ctnnb1;Rsu1;Psma1;Ctbp1;Rpn1;Cd151;Dad1;Psmc6;Sec11a;Nck2
PC1,Reactome,REACTOME_CELL_CYCLE,Cell Cycle,1.95,2.18e-6,1.54e-4,164,FALSE,Cdk4;Psmb5;Psma3;Psmc4;Psmd13;Xpo1;Hspa2;Psmb2;Tuba4a;Dync1h1;Zw10;Psmb3;Psma6;Psma4;Nek7;Slc25a3;Src;Rbx1;Psma2;Kpnb1;Dhfr;Ppp2cb;Ccnd1;Psma7;Ywhah;Cdk2;Ywhae;Ywhab;Psmd12;Psmd8;Bub3;Cdk6;Ube2n;Tuba3a;Nup205;Ccnd3;Sirt2;Psma1;Mcm7;Ywhag;Mapk14;Rfc5;Pafah1b1;Tubg1;Cdk1;Cul1;Psmc6;Rfc3;Rpa1;Dyrk1a;Psmd14;Mcm6;Hsp90ab1;Ruvbl2;Polr2g;Rfc4;Tubb5;Ran;Mcm2;Mad2l1;Mapre1
PC1,Reactome,REACTOME_CELL_CYCLE_CHECKPOINTS,Cell Cycle Checkpoints,2.242,4.36e-7,5.14e-5,76,FALSE,Psmb5;Psma3;Psmc4;Psmd13;Xpo1;Psmb2;Dync1h1;Zw10;Psmb3;Psma6;Psma4;Rbx1;Psma2;Ppp2cb;Psma7;Ywhah;Cdk2;Ywhae;Ywhab;Psmd12;Psmd8;Bub3;Ube2n;Psma1;Mcm7;Ywhag;Mapk14;Rfc5;Pafah1b1;Cdk1;Cul1;Psmc6;Rfc3;Rpa1;Psmd14;Mcm6;Rfc4;Mcm2;Mad2l1;Mapre1
PC1,Reactome,REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE,Cell Death Signalling Via Nrage Nrif & Nade,0.791,0.79,0.874,17,TRUE,Ywhae;Casp3;Rac1
PC1,Reactome,REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,Cell ECM Interactions,-0.857,0.665,0.81,12,FALSE,Flna;Flnc;Vasp;Pxn
PC1,Reactome,REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,Cell Surface Interactions At The Vascular Wall,-1.644,0.00968,0.0393,33,TRUE,Col1a1;Col1a2;Mif;Slc3a2;Itga5;Sdc1;Gpc1;Itgav;Sdc2;Bsg;Cd47;Cd44
PC1,Reactome,REACTOME_CHOLESTEROL_BIOSYNTHESIS,Cholesterol Biosynthesis,1.964,0.00237,0.0133,16,FALSE,Acat2;Idi1;Nsdhl;Sqle;Dhcr7;Fdft1;Fdps
PC1,Reactome,REACTOME_CHROMATIN_ORGANIZATION,Chromatin Org.,1.313,0.119,0.254,22,TRUE,Cdk4;Actb;Ccnd1;Nfkb1;Elp1;Rps2;Ruvbl2;Prmt3
PC1,Reactome,REACTOME_CHROMOSOME_MAINTENANCE,Chromosome Maintenance,0.957,0.53,0.688,27,TRUE,Cdk2;Rfc5;Rfc3;Rpa1;Ruvbl2;Polr2g;Rfc4;Polr2e;Rfc1;Dkc1;Rpa2;Nhp2
PC1,Reactome,REACTOME_CIRCADIAN_CLOCK,Circadian Clock,2.259,2.07e-5,3.85e-4,29,FALSE,Psmb5;Psma3;Psmc4;Psmd13;Psmb2;Ppp1ca;Psmb3;Psma6;Psma4;Rbx1;Psma2;Psma7;Psmd12;Psmd8;Psma1;Cul1;Psmc6;Psmd14;Cpt1a
PC1,Reactome,REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,TCA Cycle,1.93,0.00257,0.0137,20,FALSE,Idh3g;Dlst;Mdh2;Cs;Suclg2;Fh;Idh2;Idh3a;Nfs1;Sucla2;Nnt;Sdha;Ogdh
PC1,Reactome,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,Class I Mhc Mediated Antigen Processing Presentation,1.917,2.4e-4,0.00219,64,FALSE,Sec61a1;Psmb5;Psma3;Psmc4;Psmd13;Psmb2;Smurf1;Psmb3;Psma6;Psma4;Rbx1;Psma2;Sec31a;Ube2d3;Sec22b;Psma7;Sar1b;Psmd12;Psmd8;Ube2n;Psma1;Ikbkb;Cblb;Cul1;Psmc6;Psme2;Fbxo4;Psmd14;Cul3
PC1,Reactome,REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,Clathrin Mediated Endocytosis,-1.606,0.00902,0.0379,45,TRUE,Cltb;Arfgap1;Vamp3;Cttn;Bin1;Stam;Ubqln1;Picalm;Grk2;Stam2;Ldlr;Clta;Hspa8;Agfg1;Wasl;Trip10;M6pr;Vamp8
PC1,Reactome,REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,Collagen Trimerization,-1.811,0.00816,0.0347,12,FALSE,Col3a1;Col1a1;Col1a2;Col5a2;Col5a1;Col12a1;Col11a1;Col5a3
PC1,Reactome,REACTOME_COLLAGEN_FORMATION,Collagen Formation,-1.339,0.0797,0.185,30,FALSE,Col3a1;Col1a1;Col1a2;Col5a2;Colgalt1;Plec;Col5a1;Col12a1;Ctsl
PC1,Reactome,REACTOME_COMPLEX_III_ASSEMBLY,Complex Iii Assembly,1.266,0.164,0.311,12,FALSE,Uqcr10;Uqcrc2;Uqcrq;Uqcrc1;Cyc1;Nfs1;Uqcr11
PC1,Reactome,REACTOME_COMPLEX_IV_ASSEMBLY,Complex Iv Assembly,-1.113,0.315,0.505,11,FALSE,Cox5b;Cox17;Cox7a2l;Cox4i1;Cox5a
PC1,Reactome,REACTOME_COMPLEX_I_BIOGENESIS,Complex I Biogenesis,1.068,0.361,0.544,24,FALSE,Ndufa6;Oxa1l;Ndufs2;Ndufb5;Ndufs3;Ndufv3;Ndufa5;Ndufs1;Ecsit;Ndufa9;Ndufa8
PC1,Reactome,REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,Cooperation Of Pdcl Phlp1 & Tric Cct In G Protein Beta Folding,1.898,0.00252,0.0137,13,FALSE,Cct7;Cct2;Cct3;Gnb2;Cct5;Tcp1
PC1,Reactome,REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,Cooperation Of Prefoldin & Tric Cct In Actin & Tubulin Folding,2.141,1.18e-4,0.0013,12,TRUE,Actb;Tuba4a;Cct7;Cct2;Cct3;Cct5;Tuba3a;Tcp1
PC1,Reactome,REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,Copii Mediated Vesicle Transport,1.391,0.0914,0.207,16,FALSE,Tmed10;Sec31a;Sec22b;Sar1b;Tmed2;Napa;F5
PC1,Reactome,REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,Copi Independent Golgi To Er Retrograde Traffic,1.217,0.211,0.362,13,FALSE,Tuba4a;Dync1h1;Tuba3a;Pafah1b1
PC1,Reactome,REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,Copi Mediated Anterograde Transport,1.166,0.211,0.362,31,FALSE,Tmed10;Tuba4a;Dync1h1;Arf4;Tmed2;Tuba3a;Cope;Napa;Gbf1;Arcn1;Copb1
PC1,Reactome,REACTOME_CO_STIMULATION_BY_CD28,Co Stimulation By Cd28,1.36,0.123,0.26,11,FALSE,Src;Ppp2cb;Rac1;Mtor;Ppp2r5b;Grb2
PC1,Reactome,REACTOME_CRISTAE_FORMATION,Cristae Formation,1.491,0.0584,0.155,16,FALSE,Samm50;Atp5mg;Atp5pb;Atp5po;Atp5mf;Atp5f1e;Atp5me;Atp5f1b;Atp5f1c
PC1,Reactome,REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1,Cyclin D Associated Events In G1,1.475,0.0584,0.155,17,TRUE,Cdk4;Src;Ppp2cb;Ccnd1;Cdk2;Cdk6;Ccnd3;Cul1
PC1,Reactome,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,Cytokine Signaling In Immune System,1.523,0.00275,0.0143,178,FALSE,Psmb5;Psma3;Psmc4;Psmd13;Hspa2;Psmb2;Actb;Tuba4a;Anxa2;Psmb3;Psma6;Psma4;Src;Rbx1;Psma2;Anxa1;Kpnb1;Eif4g3;Fnta;Ube2d3;Vamp7;Rplp0;Taldo1;Ppp2cb;Stat3;Ccnd1;Psma7;Psmd12;Psmd8;Eif2s1;Eif4a1;Dusp3;Ube2n;Tuba3a;Gsto1;Casp3;Nfkb1;Nup205;Psma1;Tcp1;Mapk14;Rala;Ikbkb;Mcl1;Cdk1;Cul1;Psmc6;Psme2;Pml;Usp14;Mid1
PC1,Reactome,REACTOME_CYTOPROTECTION_BY_HMOX1,Cytoprotection By Hmox1,0.925,0.566,0.716,16,FALSE,Blvra;Stat3;Blvrb
PC1,Reactome,REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,Cytosolic Sensors Of Pathogen Associated DNA,0.828,0.732,0.838,16,TRUE,Ctnnb1;Nfkb1;Ikbkb;Polr1c;Polr2e;Mre11;Tbk1;Myd88;Polr2h
PC1,Reactome,REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,Cytosolic tRNA Aminoacylation,1.386,0.102,0.224,10,FALSE,Rars1;Aimp2;Ppa1;Iars1
