gene,localization
LOC120099545,Nuclear
LOC120099546,Nuclear
LOC120099547,Nuclear
LOC120099548,Nuclear
LOC120099549,Nuclear
LOC120099550,Nuclear
LOC120099555,Nuclear
LOC120099556,Nuclear
LOC120099557,Nuclear
LOC120099558,Nuclear
LOC120099559,Nuclear
LOC120099560,Nuclear
Sry3,Nuclear
Sry3C,Nuclear
LOC120099616,Nuclear
LOC120099617,Nuclear
LOC120099618,Nuclear
LOC120099619,Nuclear
Sry3B1,Nuclear
LOC120099686,Nuclear
Ssty1-ps5,Nuclear
Znf8,Nuclear
Isg20l1,Nuclear
LOC120099964,Other
LOC120100003,Other
LOC120100111,Nuclear
LOC120100112,Nuclear
LOC120100113,Nuclear
LOC120100114,Nuclear
LOC120100115,Nuclear
LOC120100116,Nuclear
LOC120100117,Nuclear
LOC120100118,Nuclear
Snord14a,Nuclear
LOC120100123,Nuclear
LOC120100124,Nuclear
LOC120100125,Nuclear
LOC120100126,Nuclear
LOC120100127,Nuclear
LOC120100128,Nuclear
LOC120100129,Nuclear
Rnu6-968,Nuclear
Rnu6-26,Nuclear
LOC120100134,Nuclear
Rnu6-891,Nuclear
Rnu6-95,Nuclear
LOC120100137,Nuclear
Rnu6-317,Nuclear
Rnu6-525,Nuclear
LOC120100140,Nuclear
Rnu6-826,Nuclear
LOC120100142,Nuclear
LOC120100143,Nuclear
Rnu6-783,Nuclear
LOC120100145,Nuclear
LOC120100146,Nuclear
Rnu6-1195,Nuclear
LOC120100148,Nuclear
Rnu6-28,Nuclear
LOC120100150,Nuclear
LOC120100151,Nuclear
LOC120100152,Nuclear
LOC120100153,Nuclear
LOC120100154,Nuclear
LOC120100155,Nuclear
LOC120100156,Nuclear
Rnu6-856,Nuclear
LOC120100158,Nuclear
Rnu6-672,Nuclear
Rnu6-613,Nuclear
LOC120100161,Nuclear
Rnu6-799,Nuclear
Rnu6-1001,Nuclear
LOC120100164,Nuclear
LOC120100165,Nuclear
Rnu6-658,Nuclear
Rnu1-140,Nuclear
LOC120100168,Nuclear
LOC120100169,Nuclear
Rnu6-546,Nuclear
LOC120100171,Nuclear
LOC120100172,Nuclear
Rnu6-993,Nuclear
Rnu6-588,Nuclear
LOC120100175,Nuclear
Rnu6-1168,Nuclear
LOC120100177,Nuclear
LOC120100178,Nuclear
Rnu6-859,Nuclear
Rnu6-81,Nuclear
LOC120100182,Nuclear
Rnu6-959,Nuclear
LOC120100184,Nuclear
LOC120100185,Nuclear
Rnu6-894,Nuclear
Rnu6-884,Nuclear
LOC120100188,Nuclear
LOC120100190,Nuclear
Rnu6-571,Nuclear
Rnu6-75,Nuclear
Rnu6-806,Nuclear
LOC120100194,Nuclear
LOC120100195,Nuclear
Rnu6-651,Nuclear
Rnu6-982,Nuclear
Rnu6-630,Nuclear
LOC120100199,Nuclear
Rnu6-946,Nuclear
Rnu6-65,Nuclear
LOC120100203,Nuclear
Rnu6-1205,Nuclear
Rnu6-1267,Nuclear
Rnu6-395,Nuclear
Snora71d,Nuclear
Snord15b,Nuclear
Snord15a,Nuclear
LOC120100227,Nuclear
Snord28b,Nuclear
Snord27,Nuclear
Snord26,Nuclear
Snord30,Nuclear
Snord31bl1,Nuclear
LOC120100233,Nuclear
LOC120100235,Nuclear
LOC120100236,Nuclear
LOC120100237,Nuclear
LOC120100238,Nuclear
LOC120100239,Nuclear
LOC120100240,Nuclear
LOC120100241,Nuclear
LOC120100242,Nuclear
LOC120100243,Nuclear
LOC120100244,Nuclear
LOC120100246,Nuclear
LOC120100247,Nuclear
LOC120100248,Nuclear
LOC120100249,Nuclear
LOC120100250,Nuclear
LOC120100251,Nuclear
LOC120100252,Nuclear
LOC120100253,Nuclear
LOC120100254,Nuclear
LOC120100255,Nuclear
LOC120100257,Nuclear
LOC120100258,Nuclear
LOC120100259,Nuclear
LOC120100260,Nuclear
LOC120100261,Nuclear
LOC120100262,Nuclear
LOC120100263,Nuclear
LOC120100264,Nuclear
LOC120100265,Nuclear
LOC120100266,Nuclear
LOC120100268,Nuclear
LOC120100269,Nuclear
LOC120100270,Nuclear
LOC120100271,Nuclear
LOC120100272,Nuclear
LOC120100273,Nuclear
LOC120100274,Nuclear
LOC120100275,Nuclear
LOC120100276,Nuclear
LOC120100277,Nuclear
LOC120100279,Nuclear
LOC120100280,Nuclear
LOC120100281,Nuclear
LOC120100282,Nuclear
LOC120100283,Nuclear
LOC120100284,Nuclear
LOC120100285,Nuclear
LOC120100286,Nuclear
Snord115-48l1,Nuclear
LOC120100288,Nuclear
LOC120100289,Nuclear
LOC120100290,Nuclear
LOC120100291,Nuclear
LOC120100292,Nuclear
LOC120100293,Nuclear
Snord116l1,Nuclear
Rnu2-62,Nuclear
LOC120100305,Nuclear
LOC120100306,Nuclear
LOC120100307,Nuclear
LOC120100308,Nuclear
LOC120100310,Nuclear
LOC120100311,Nuclear
LOC120100312,Nuclear
LOC120100313,Nuclear
LOC120100314,Nuclear
LOC120100315,Nuclear
LOC120100316,Nuclear
LOC120100317,Nuclear
LOC120100318,Nuclear
LOC120100319,Nuclear
LOC120100320,Nuclear
LOC120100321,Nuclear
Rnu2-57,Nuclear
LOC120100323,Nuclear
LOC120100324,Nuclear
LOC120100325,Nuclear
LOC120100326,Nuclear
LOC120100327,Nuclear
LOC120100329,Nuclear
LOC120100330,Nuclear
LOC120100331,Nuclear
LOC120100332,Nuclear
LOC120100333,Nuclear
LOC120100334,Nuclear
LOC120100335,Nuclear
LOC120100336,Nuclear
LOC120100337,Nuclear
Snord33,Nuclear
Snord32b,Nuclear
LOC120100340,Nuclear
LOC120100341,Nuclear
Snora70j,Nuclear
LOC120100343,Nuclear
Snord101,Nuclear
LOC120100345,Nuclear
LOC120100346,Nuclear
Snord35b,Nuclear
Snord35a,Nuclear
LOC120100349,Nuclear
Snora23,Nuclear
LOC120100351,Nuclear
Snora3b,Nuclear
Snora3a,Nuclear
LOC120100354,Nuclear
LOC120100355,Nuclear
LOC120100356,Nuclear
LOC120100357,Nuclear
LOC120100358,Nuclear
LOC120100359,Nuclear
LOC120100360,Nuclear
LOC120100361,Nuclear
LOC120100362,Nuclear
LOC120100363,Nuclear
LOC120100364,Nuclear
Snora20,Nuclear
LOC120100366,Nuclear
LOC120100367,Nuclear
LOC120100368,Nuclear
LOC120100369,Nuclear
LOC120100370,Nuclear
LOC120100371,Nuclear
LOC120100372,Nuclear
LOC120100373,Nuclear
LOC120100374,Nuclear
LOC120100375,Nuclear
LOC120100376,Nuclear
LOC120100377,Nuclear
LOC120100378,Nuclear
LOC120100379,Nuclear
Snora30,Nuclear
Snora52,Nuclear
LOC120100382,Nuclear
LOC120100383,Nuclear
LOC120100384,Nuclear
LOC120100385,Nuclear
LOC120100386,Nuclear
LOC120100387,Nuclear
Scarna23l1,Nuclear
Snora29,Nuclear
Snora54,Nuclear
LOC120100391,Nuclear
LOC120100392,Nuclear
Snora33,Nuclear
LOC120100394,Nuclear
LOC120100395,Nuclear
Rnu11-3,Nuclear
LOC120100397,Nuclear
LOC120100398,Nuclear
LOC120100399,Nuclear
LOC120100400,Nuclear
LOC120100401,Nuclear
LOC120100402,Nuclear
LOC120100403,Nuclear
LOC120100404,Nuclear
LOC120100405,Nuclear
LOC120100406,Nuclear
LOC120100407,Nuclear
LOC120100408,Nuclear
LOC120100409,Nuclear
LOC120100410,Nuclear
LOC120100411,Nuclear
LOC120100412,Nuclear
LOC120100413,Nuclear
LOC120100414,Nuclear
LOC120100415,Nuclear
LOC120100416,Nuclear
LOC120100417,Nuclear
LOC120100418,Nuclear
LOC120100419,Nuclear
LOC120100420,Nuclear
LOC120100421,Nuclear
LOC120100422,Nuclear
LOC120100423,Nuclear
LOC120100424,Nuclear
LOC120100425,Nuclear
LOC120100426,Nuclear
LOC120100427,Nuclear
LOC120100428,Nuclear
LOC120100429,Nuclear
LOC120100430,Nuclear
LOC120100431,Nuclear
LOC120100432,Nuclear
LOC120100433,Nuclear
LOC120100434,Nuclear
LOC120100435,Nuclear
LOC120100436,Nuclear
LOC120100438,Nuclear
LOC120100439,Nuclear
LOC120100440,Nuclear
LOC120100441,Nuclear
LOC120100442,Nuclear
LOC120100443,Nuclear
LOC120100444,Nuclear
LOC120100445,Nuclear
LOC120100446,Nuclear
LOC120100447,Nuclear
LOC120100448,Nuclear
LOC120100449,Nuclear
LOC120100450,Nuclear
LOC120100451,Nuclear
LOC120100452,Nuclear
LOC120100453,Nuclear
LOC120100454,Nuclear
LOC120100455,Nuclear
LOC120100456,Nuclear
LOC120100457,Nuclear
LOC120100458,Nuclear
LOC120100459,Nuclear
LOC120100460,Nuclear
LOC120100461,Nuclear
LOC120100462,Nuclear
LOC120100463,Nuclear
LOC120100464,Nuclear
LOC120100465,Nuclear
Snord64,Nuclear
Snora12,Nuclear
LOC120100468,Nuclear
Snord23,Nuclear
Snord88a,Nuclear
LOC120100471,Nuclear
Snord88c,Nuclear
Snord88b,Nuclear
LOC120100474,Nuclear
LOC120100475,Nuclear
Snord100,Nuclear
LOC120100477,Nuclear
LOC120100478,Nuclear
LOC120100479,Nuclear
Snord107,Nuclear
LOC120100481,Nuclear
LOC120100482,Nuclear
LOC120100483,Nuclear
LOC120100484,Nuclear
LOC120100485,Nuclear
LOC120100486,Nuclear
LOC120100487,Nuclear
Snord97,Nuclear
Rnu12-2l,Nuclear
U3l3,Nuclear
U3l9,Nuclear
LOC120100494,Nuclear
LOC120100495,Nuclear
LOC120100496,Nuclear
Rnu4-5,Nuclear
LOC120100498,Nuclear
Tdpoz2l9,Nuclear
Tdpoz1-ps13,Nuclear
Tdpoz2,Nuclear
LOC120100604,Other
LOC120100784,Nuclear
Tdpoz1-ps14,Nuclear
LOC120101038,Nuclear
LOC120101040,Nuclear
Tdpoz2l10,Nuclear
Tdpoz2l12,Nuclear
Tdpoz1-ps9,Nuclear
Tdpoz1-ps10,Nuclear
LOC120101104,Nuclear
Rnu2-24,Nuclear
Rnu2-72p1,Nuclear
LOC120101107,Nuclear
U2l4,Nuclear
LOC120101110,Nuclear
Rnu2-66,Nuclear
LOC120101112,Nuclear
LOC120101113,Nuclear
LOC120101114,Nuclear
LOC120101115,Nuclear
LOC120101116,Nuclear
Rnu2-7,Nuclear
LOC120101119,Nuclear
Rnu2-60,Nuclear
U3l11,Nuclear
LOC120101123,Nuclear
LOC120101124,Nuclear
LOC120101125,Nuclear
LOC120101126,Nuclear
LOC120101127,Nuclear
LOC120101128,Nuclear
LOC120101129,Nuclear
Rnu4-64,Nuclear
LOC120101132,Nuclear
LOC120101133,Nuclear
Rnu5e5,Nuclear
Rnu6-33,Nuclear
Rnu6-492,Nuclear
LOC120101144,Nuclear
LOC120101145,Nuclear
LOC120101146,Nuclear
LOC120101147,Nuclear
LOC120101148,Nuclear
LOC120101149,Nuclear
LOC120101150,Nuclear
LOC120101151,Nuclear
Rnu6-1303,Nuclear
LOC120101154,Nuclear
LOC120101155,Nuclear
Rnu6-318,Nuclear
LOC120101157,Nuclear
LOC120101158,Nuclear
LOC120101159,Nuclear
LOC120101160,Nuclear
LOC120101161,Nuclear
LOC120101162,Nuclear
LOC120101163,Nuclear
LOC120101165,Nuclear
LOC120101166,Nuclear
LOC120101167,Nuclear
LOC120101168,Nuclear
Rnu6-173,Nuclear
LOC120101170,Nuclear
LOC120101171,Nuclear
LOC120101172,Nuclear
U6l6,Nuclear
Rnu6-767,Nuclear
LOC120101176,Nuclear
Rnu6-503,Nuclear
Rnu6-999,Nuclear
Rnu6-909,Nuclear
Rnu6-1158,Nuclear
LOC120101181,Nuclear
LOC120101182,Nuclear
LOC120101183,Nuclear
Rnu6-259,Nuclear
Rnu6-985,Nuclear
Rnu6-572,Nuclear
LOC120101188,Nuclear
Rnu6-857,Nuclear
Rnu6-180,Nuclear
LOC120101191,Nuclear
LOC120101192,Nuclear
Rnu6-406,Nuclear
Rnu6-482,Nuclear
Rnu6-1286,Nuclear
LOC120101196,Nuclear
Rnu6-777,Nuclear
Rnu6-446,Nuclear
Rnu6-1277,Nuclear
LOC120101201,Nuclear
Rnu6-278,Nuclear
Rnu6-632,Nuclear
LOC120101204,Nuclear
LOC120101205,Nuclear
LOC120101206,Nuclear
LOC120101207,Nuclear
LOC120101208,Nuclear
LOC120101209,Nuclear
LOC120101210,Nuclear
Snord36bl1,Nuclear
LOC120101212,Nuclear
Snord73a,Nuclear
Snord73b,Nuclear
LOC120101226,Nuclear
LOC120101227,Nuclear
LOC120101228,Nuclear
LOC120101229,Nuclear
LOC120101230,Nuclear
LOC120101231,Nuclear
LOC120101232,Nuclear
Snord45c,Nuclear
Snord45a,Nuclear
Snord45b,Nuclear
LOC120101236,Nuclear
LOC120101237,Nuclear
LOC120101238,Nuclear
LOC120101239,Nuclear
LOC120101240,Nuclear
LOC120101241,Nuclear
LOC120101242,Nuclear
Snora24,Nuclear
LOC120101244,Nuclear
LOC120101245,Nuclear
LOC120101246,Nuclear
LOC120101247,Nuclear
LOC120101248,Nuclear
LOC120101249,Nuclear
LOC120101250,Nuclear
LOC120101251,Nuclear
LOC120101252,Nuclear
LOC120101253,Nuclear
Scarna4,Nuclear
LOC120101255,Nuclear
LOC120101256,Nuclear
LOC120101257,Nuclear
LOC120101258,Nuclear
LOC120101259,Nuclear
LOC120101260,Nuclear
LOC120101261,Nuclear
LOC120101262,Nuclear
LOC120101263,Nuclear
LOC120101264,Nuclear
LOC120101265,Nuclear
LOC120101266,Nuclear
LOC120101267,Nuclear
LOC120101268,Nuclear
LOC120101269,Nuclear
LOC120101270,Nuclear
LOC120101271,Nuclear
LOC120101272,Nuclear
LOC120101273,Nuclear
LOC120101274,Nuclear
LOC120101275,Nuclear
LOC120101276,Nuclear
Rnvu1-27,Nuclear
LOC120101278,Nuclear
LOC120101279,Nuclear
LOC120101280,Nuclear
LOC120101281,Nuclear
LOC120101282,Nuclear
LOC120101283,Nuclear
LOC120101284,Nuclear
LOC120101285,Nuclear
LOC120101286,Nuclear
LOC120101287,Nuclear
LOC120101288,Nuclear
LOC120101289,Nuclear
LOC120101290,Nuclear
LOC120101291,Nuclear
LOC120101292,Nuclear
LOC120101293,Nuclear
LOC120101294,Nuclear
LOC120101295,Nuclear
LOC120101296,Nuclear
LOC120101297,Nuclear
LOC120101298,Nuclear
LOC120101299,Nuclear
LOC120101300,Nuclear
LOC120101301,Nuclear
LOC120101302,Nuclear
LOC120101303,Nuclear
LOC120101304,Nuclear
LOC120101305,Nuclear
LOC120101306,Nuclear
LOC120101307,Nuclear
LOC120101308,Nuclear
LOC120101309,Nuclear
LOC120101310,Nuclear
LOC120101311,Nuclear
LOC120101312,Nuclear
LOC120101313,Nuclear
LOC120101314,Nuclear
LOC120101315,Nuclear
LOC120101317,Nuclear
LOC120101318,Nuclear
LOC120101319,Nuclear
LOC120101320,Nuclear
LOC120101321,Nuclear
LOC120101322,Nuclear
LOC120101323,Nuclear
LOC120101324,Nuclear
LOC120101325,Nuclear
LOC120101326,Nuclear
LOC120101327,Nuclear
LOC120101328,Nuclear
LOC120101329,Nuclear
LOC120101330,Nuclear
LOC120101331,Nuclear
LOC120101332,Nuclear
LOC120101333,Nuclear
LOC120101334,Nuclear
LOC120101335,Nuclear
LOC120101336,Nuclear
LOC120101337,Nuclear
LOC120101338,Nuclear
LOC120101339,Nuclear
LOC120101340,Nuclear
LOC120101341,Nuclear
LOC120101342,Nuclear
LOC120101343,Nuclear
Rnvu1-6,Nuclear
LOC120101345,Nuclear
LOC120101346,Nuclear
LOC120101347,Nuclear
LOC120101348,Nuclear
LOC120101349,Nuclear
LOC120101350,Nuclear
LOC120101351,Nuclear
LOC120101352,Nuclear
LOC120101353,Nuclear
LOC120101354,Nuclear
LOC120101355,Nuclear
LOC120101356,Nuclear
LOC120101357,Nuclear
LOC120101358,Nuclear
LOC120101359,Nuclear
LOC120101360,Nuclear
LOC120101361,Nuclear
LOC120101362,Nuclear
Snord72,Nuclear
Scarna14l3,Nuclear
LOC120101365,Nuclear
Rnu1-24,Nuclear
LOC120101367,Nuclear
Rnu6atac,Nuclear
LOC120101369,Nuclear
Snord123,Nuclear
LOC120101371,Nuclear
Snora47,Nuclear
Scarna2,Nuclear
LOC120101375,Nuclear
Scarna7,Nuclear
Rnu1-83,Nuclear
Rnvu1-15,Nuclear
LOC120101379,Nuclear
Rnu1-80,Nuclear
LOC120101381,Nuclear
LOC120101383,Nuclear
Rnu1-149,Nuclear
Rnu2-64,Nuclear
LOC120101398,Nuclear
LOC120101547,Other
Zfp873l2,Nuclear
LOC120101714,Other
Zfp873l3,Nuclear
LOC120101823,Nuclear
Set,Other
Rnu6-760,Nuclear
LOC120101933,Nuclear
LOC120101934,Nuclear
Rnu6-738,Nuclear
LOC120101936,Nuclear
Rnu6-886,Nuclear
Rnu6-1089,Nuclear
Rnu6-641,Nuclear
Rnu6-22,Nuclear
LOC120101941,Nuclear
Rnu6-434,Nuclear
Rnu6-480,Nuclear
LOC120101944,Nuclear
LOC120101945,Nuclear
Rnu6-899,Nuclear
Rnu6-841,Nuclear
LOC120101948,Nuclear
LOC120101949,Nuclear
LOC120101950,Nuclear
Rnu6-181,Nuclear
Rnu6-249,Nuclear
LOC120101953,Nuclear
Rnu6-107,Nuclear
LOC120101955,Nuclear
Rnu6-136,Nuclear
Rnu6-198,Nuclear
Rnu6-45,Nuclear
Rnu6-722,Nuclear
LOC120101961,Nuclear
LOC120101962,Nuclear
U6l7,Nuclear
Rnu6-592,Nuclear
LOC120101965,Nuclear
LOC120101966,Nuclear
Rnu6-524,Nuclear
Rnu6-1136,Nuclear
LOC120101970,Nuclear
Rnu6-1256,Nuclear
LOC120101972,Nuclear
LOC120101973,Nuclear
Rnu6-383,Nuclear
Rnu6-1162,Nuclear
Rnu6-663p,Nuclear
LOC120101977,Nuclear
Rnu6-603,Nuclear
Rnu6-906p,Nuclear
Rnu105c,Nuclear
Snord36al1,Nuclear
LOC120101983,Nuclear
Snord36c,Nuclear
Snora71c,Nuclear
Snora60,Nuclear
LOC120101987,Nuclear
Snora71e,Nuclear
Snora71a,Nuclear
Rnu1-136,Nuclear
Snord24,Nuclear
LOC120101999,Nuclear
Snord62a,Nuclear
LOC120102001,Nuclear
Snord62b,Nuclear
LOC120102003,Nuclear
LOC120102004,Nuclear
Snord57,Nuclear
Snord56,Nuclear
Snora65,Nuclear
LOC120102008,Nuclear
LOC120102009,Nuclear
LOC120102010,Nuclear
LOC120102011,Nuclear
Rnu1-39,Nuclear
LOC120102013,Nuclear
LOC120102014,Nuclear
LOC120102015,Nuclear
LOC120102016,Nuclear
LOC120102017,Nuclear
Scarna4l2,Nuclear
LOC120102019,Nuclear
LOC120102020,Nuclear
Snora51,Nuclear
LOC120102022,Nuclear
LOC120102023,Nuclear
LOC120102024,Nuclear
LOC120102025,Nuclear
LOC120102026,Nuclear
LOC120102027,Nuclear
LOC120102028,Nuclear
LOC120102029,Nuclear
LOC120102030,Nuclear
LOC120102031,Nuclear
LOC120102032,Nuclear
LOC120102033,Nuclear
LOC120102034,Nuclear
LOC120102035,Nuclear
LOC120102036,Nuclear
LOC120102037,Nuclear
LOC120102038,Nuclear
LOC120102041,Nuclear
LOC120102042,Nuclear
LOC120102043,Nuclear
LOC120102044,Nuclear
LOC120102045,Nuclear
LOC120102046,Nuclear
LOC120102047,Nuclear
LOC120102048,Nuclear
LOC120102049,Nuclear
LOC120102050,Nuclear
LOC120102051,Nuclear
LOC120102052,Nuclear
LOC120102053,Nuclear
LOC120102054,Nuclear
LOC120102055,Nuclear
LOC120102056,Nuclear
LOC120102058,Nuclear
LOC120102059,Nuclear
LOC120102060,Nuclear
LOC120102061,Nuclear
LOC120102062,Nuclear
LOC120102063,Nuclear
LOC120102064,Nuclear
LOC120102065,Nuclear
LOC120102066,Nuclear
LOC120102067,Nuclear
LOC120102069,Nuclear
LOC120102070,Nuclear
LOC120102071,Nuclear
LOC120102072,Nuclear
LOC120102073,Nuclear
LOC120102074,Nuclear
LOC120102075,Nuclear
LOC120102076,Nuclear
LOC120102077,Nuclear
LOC120102079,Nuclear
LOC120102080,Nuclear
LOC120102081,Nuclear
Snord17,Nuclear
LOC120102083,Nuclear
LOC120102084,Nuclear
Snord67,Nuclear
Snord90,Nuclear
Snord12,Nuclear
Snord12c,Nuclear
Snord86,Nuclear
LOC120102092,Nuclear
LOC120102093,Nuclear
Snord110,Nuclear
Snora11f,Nuclear
LOC120102096,Nuclear
LOC120102097,Nuclear
LOC120102098,Nuclear
LOC120102099,Nuclear
LOC120102100,Nuclear
LOC120102101,Nuclear
LOC120102102,Nuclear
LOC120102104,Nuclear
LOC120102106,Nuclear
LOC120102107,Nuclear
LOC120102108,Nuclear
LOC120102109,Nuclear
LOC120102110,Nuclear
LOC120102111,Nuclear
LOC120102112,Nuclear
Rnu2-18,Nuclear
LOC120102114,Nuclear
LOC120102116,Nuclear
LOC120102117,Nuclear
LOC120102118,Nuclear
LOC120102121,Nuclear
LOC120102122,Nuclear
LOC120102123,Nuclear
U4l1,Nuclear
LOC120102125,Nuclear
LOC120102126,Nuclear
LOC120102127,Nuclear
LOC120102128,Nuclear
LOC120102131,Nuclear
LOC120102132,Nuclear
LOC120102133,Nuclear
LOC120102134,Nuclear
LOC120102396,Nuclear
LOC120102398,Nuclear
LOC120102553,Nuclear
LOC120102554,Nuclear
LOC120102555,Nuclear
LOC120102556,Nuclear
LOC120102557,Nuclear
LOC120102559,Nuclear
LOC120102560,Nuclear
LOC120102561,Nuclear
LOC120102563,Nuclear
LOC120102564,Nuclear
LOC120102565,Nuclear
Rnu6-433,Nuclear
U6l8,Nuclear
LOC120102568,Nuclear
Rnu6-321,Nuclear
LOC120102571,Nuclear
LOC120102572,Nuclear
LOC120102573,Nuclear
LOC120102574,Nuclear
LOC120102575,Nuclear
LOC120102576,Nuclear
Rnu6-604,Nuclear
Rnu6-936,Nuclear
LOC120102579,Nuclear
LOC120102581,Nuclear
Rnu6-212,Nuclear
LOC120102583,Nuclear
LOC120102584,Nuclear
LOC120102585,Nuclear
LOC120102586,Nuclear
LOC120102587,Nuclear
LOC120102588,Nuclear
LOC120102589,Nuclear
LOC120102590,Nuclear
LOC120102592,Nuclear
LOC120102593,Nuclear
LOC120102594,Nuclear
LOC120102595,Nuclear
Rnu6-131,Nuclear
Rnu6-210,Nuclear
LOC120102598,Nuclear
U6l4,Nuclear
LOC120102600,Nuclear
LOC120102601,Nuclear
LOC120102603,Nuclear
Rnu6-543,Nuclear
LOC120102605,Nuclear
Rnu6-448p,Nuclear
LOC120102607,Nuclear
LOC120102608,Nuclear
LOC120102609,Nuclear
LOC120102622,Nuclear
LOC120102623,Nuclear
LOC120102625,Nuclear
LOC120102626,Nuclear
Snora31b,Nuclear
LOC120102628,Nuclear
LOC120102629,Nuclear
LOC120102630,Nuclear
LOC120102631,Nuclear
LOC120102632,Nuclear
LOC120102633,Nuclear
LOC120102634,Nuclear
Snora7b,Nuclear
LOC120102638,Nuclear
LOC120102639,Nuclear
LOC120102640,Nuclear
LOC120102641,Nuclear
LOC120102642,Nuclear
LOC120102643,Nuclear
LOC120102644,Nuclear
LOC120102645,Nuclear
LOC120102647,Nuclear
LOC120102648,Nuclear
LOC120102649,Nuclear
LOC120102650,Nuclear
LOC120102651,Nuclear
LOC120102652,Nuclear
LOC120102653,Nuclear
LOC120102654,Nuclear
LOC120102655,Nuclear
LOC120102656,Nuclear
LOC120102657,Nuclear
LOC120102658,Nuclear
LOC120102659,Nuclear
LOC120102660,Nuclear
LOC120102661,Nuclear
LOC120102662,Nuclear
LOC120102663,Nuclear
LOC120102664,Nuclear
LOC120102665,Nuclear
LOC120102666,Nuclear
LOC120102667,Nuclear
LOC120102668,Nuclear
LOC120102669,Nuclear
LOC120102670,Nuclear
LOC120102671,Nuclear
LOC120102672,Nuclear
LOC120102673,Nuclear
LOC120102674,Nuclear
LOC120102675,Nuclear
LOC120102676,Nuclear
LOC120102677,Nuclear
LOC120102678,Nuclear
LOC120102679,Nuclear
LOC120102680,Nuclear
LOC120102681,Nuclear
LOC120102682,Nuclear
LOC120102683,Nuclear
LOC120102684,Nuclear
LOC120102685,Nuclear
LOC120102686,Nuclear
LOC120102687,Nuclear
LOC120102688,Nuclear
LOC120102689,Nuclear
LOC120102691,Nuclear
LOC120102692,Nuclear
LOC120102693,Nuclear
LOC120102694,Nuclear
LOC120102695,Nuclear
LOC120102696,Nuclear
LOC120102697,Nuclear
LOC120102698,Nuclear
LOC120102699,Nuclear
LOC120102700,Nuclear
LOC120102702,Nuclear
LOC120102703,Nuclear
LOC120102704,Nuclear
LOC120102705,Nuclear
LOC120102706,Nuclear
LOC120102707,Nuclear
LOC120102708,Nuclear
LOC120102709,Nuclear
LOC120102710,Nuclear
LOC120102711,Nuclear
LOC120102713,Nuclear
LOC120102714,Nuclear
LOC120102715,Nuclear
LOC120102716,Nuclear
LOC120102717,Nuclear
LOC120102718,Nuclear
LOC120102719,Nuclear
LOC120102720,Nuclear
LOC120102721,Nuclear
LOC120102722,Nuclear
LOC120102724,Nuclear
LOC120102725,Nuclear
LOC120102726,Nuclear
LOC120102727,Nuclear
LOC120102728,Nuclear
LOC120102729,Nuclear
LOC120102730,Nuclear
LOC120102731,Nuclear
LOC120102732,Nuclear
LOC120102733,Nuclear
LOC120102735,Nuclear
LOC120102736,Nuclear
LOC120102737,Nuclear
Scarna11,Nuclear
LOC120102739,Nuclear
LOC120102740,Nuclear
LOC120102741,Nuclear
Snord93,Nuclear
LOC120102743,Nuclear
Snord94,Nuclear
LOC120102746,Nuclear
Scarna12,Nuclear
Scarna10,Nuclear
LOC120102750,Nuclear
LOC120102751,Nuclear
LOC120102752,Nuclear
LOC120102753,Nuclear
Rnu2-63,Nuclear
LOC120102755,Nuclear
LOC120102756,Nuclear
LOC120102757,Nuclear
Rnu2-45,Nuclear
LOC120102759,Nuclear
LOC120102760,Nuclear
LOC120102762,Nuclear
LOC120102763,Nuclear
LOC120102764,Nuclear
LOC120102765,Nuclear
LOC120102768,Nuclear
LOC120102769,Nuclear
LOC120102770,Nuclear
LOC120102771,Nuclear
LOC120102773,Nuclear
LOC120102774,Nuclear
LOC120102775,Nuclear
LOC120102776,Nuclear
LOC120102777,Nuclear
LOC120102971,Nuclear
LOC120102992,Nuclear
LOC120103186,Nuclear
LOC120103187,Nuclear
LOC120103188,Nuclear
LOC120103189,Nuclear
LOC120103190,Nuclear
LOC120103192,Nuclear
LOC120103193,Nuclear
LOC120103194,Nuclear
LOC120103195,Nuclear
LOC120103196,Nuclear
LOC120103197,Nuclear
LOC120103198,Nuclear
LOC120103199,Nuclear
LOC120103200,Nuclear
LOC120103201,Nuclear
LOC120103202,Nuclear
LOC120103203,Nuclear
LOC120103204,Nuclear
LOC120103205,Nuclear
LOC120103206,Nuclear
LOC120103207,Nuclear
U6l5,Nuclear
LOC120103209,Nuclear
LOC120103210,Nuclear
LOC120103211,Nuclear
Rnu6-1297,Nuclear
Rnvu1-33l1,Nuclear
LOC120103214,Nuclear
U6l1,Nuclear
Rnu6-233,Nuclear
LOC120103217,Nuclear
LOC120103218,Nuclear
LOC120103219,Nuclear
LOC120103220,Nuclear
LOC120103221,Nuclear
LOC120103222,Nuclear
LOC120103223,Nuclear
Rnu6-67,Nuclear
LOC120103226,Nuclear
LOC120103227,Nuclear
LOC120103228,Nuclear
LOC120103229,Nuclear
Rnu6-1015,Nuclear
Rnu6-260,Nuclear
LOC120103232,Nuclear
LOC120103233,Nuclear
LOC120103234,Nuclear
LOC120103235,Nuclear
U6l2,Nuclear
LOC120103237,Nuclear
Rnu6-304,Nuclear
LOC120103239,Nuclear
Snora73b,Nuclear
LOC120103251,Nuclear
LOC120103252,Nuclear
LOC120103253,Nuclear
LOC120103254,Nuclear
Snord55,Nuclear
